name,casrn,congener_number,category,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,iupac_name,x_log_p,exact_mass,monoisotopic_mass,tpsa,h_bond_donor_count,h_bond_acceptor_count,volume3d
"2,4,4',5-Tetrachlorobiphenyl",32690-93-0,74,Congener,36218,C12H6Cl4,292.0,C1=CC(=CC=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(4-chlorophenyl)benzene",6.7,291.919411,289.922361,0,0,0,185.8
"2,4,4',6-Tetrachlorobiphenyl",32598-12-2,75,Congener,63107,C12H6Cl4,292.0,C1=CC(=CC=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl,"1,3,5-trichloro-2-(4-chlorophenyl)benzene",6.3,291.919411,289.922361,0,0,0,185.5
"2,3',4',5'-Tetrachlorobiphenyl",70362-48-0,76,Congener,51042,C12H6Cl4,292.0,C1=CC=C(C(=C1)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,C1=CC=C(C(=C1)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(2-chlorophenyl)benzene",6.5,291.919411,289.922361,0,0,0,186.6
"3,3',4,4'-Tetrachlorobiphenyl",32598-13-3,77,Congener,36187,C12H6Cl4,292.0,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,"1,2-dichloro-4-(3,4-dichlorophenyl)benzene",6.6,291.919411,289.922361,0,0,0,185.8
"3,3',4,5-Tetrachlorobiphenyl",70362-49-1,78,Congener,63101,C12H6Cl4,292.0,C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(3-chlorophenyl)benzene",6.1,291.919411,289.922361,0,0,0,186.9
"3,3',4,5'-Tetrachlorobiphenyl",41464-48-6,79,Congener,63104,C12H6Cl4,292.0,C1=CC(=C(C=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl,"1,2-dichloro-4-(3,5-dichlorophenyl)benzene",6.5,291.919411,289.922361,0,0,0,187.3
"3,3',5,5'-Tetrachlorobiphenyl",33284-52-5,80,Congener,36400,C12H6Cl4,292.0,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,"1,3-dichloro-5-(3,5-dichlorophenyl)benzene",6.1,291.919411,289.922361,0,0,0,188.7
"3,4,4',5-Tetrachlorobiphenyl",70362-50-4,81,Congener,51043,C12H6Cl4,292.0,C1=CC(=CC=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(4-chlorophenyl)benzene",6.6,291.919411,289.922361,0,0,0,185.7
"2,2',3,3',4-Pentachlorobiphenyl",52663-62-4,82,Congener,40470,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,3-dichlorophenyl)benzene",6.7,325.880439,323.883389,0,0,0,200.8
"2,2',3,3',5-Pentachlorobiphenyl",60145-20-2,83,Congener,63093,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,3-dichlorophenyl)benzene",6.8,325.880439,323.883389,0,0,0,202.3
"2,2',3,3',6-Pentachlorobiphenyl",52663-60-2,84,Congener,40468,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,"1,2,4-trichloro-3-(2,3-dichlorophenyl)benzene",6,325.880439,323.883389,0,0,0,201.7
"2,2',3,4,4'-Pentachlorobiphenyl",65510-45-4,85,Congener,47651,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,4-dichlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,200.1
"2,2',3,4,5-Pentachlorobiphenyl",55312-69-1,86,Congener,41404,C12H5Cl5,326.4,C1=CC=C(C(=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC=C(C(=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2-chlorophenyl)benzene",6.7,325.880439,323.883389,0,0,0,200.9
"2,2',3,4,5'-Pentachlorobiphenyl",38380-02-8,87,Congener,38014,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,5-dichlorophenyl)benzene",6.4,325.880439,323.883389,0,0,0,201.2
"2,2',3,4,6-Pentachlorobiphenyl",55215-17-3,88,Congener,41362,C12H5Cl5,326.4,C1=CC=C(C(=C1)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC=C(C(=C1)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2-chlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.5
"2,2',3,4,6'-Pentachlorobiphenyl",73575-57-2,89,Congener,51822,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,6-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.4
"2,2',3,4',5-Pentachlorobiphenyl",68194-07-0,90,Congener,50100,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,4-dichlorophenyl)benzene",6.8,325.880439,323.883389,0,0,0,201.5
"2,2',3,4',6-Pentachlorobiphenyl",68194-05-8,91,Congener,50099,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.8
"2,2',3,4',6-Pentachlorobiphenyl",68194-05-8,91,Congener,50099,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.8
"2,2',3,4',6-Pentachlorobiphenyl",68194-05-8,91,Congener,50099,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.8
"2,2',3,4',6-Pentachlorobiphenyl",68194-05-8,91,Congener,50099,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl,"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.8
"2,2',3,5,5'-Pentachlorobiphenyl",52663-61-3,92,Congener,40469,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,5-dichlorophenyl)benzene",7,325.880439,323.883389,0,0,0,202.7
"2,2',3,5,6-Pentachlorobiphenyl",73575-56-1,93,Congener,63084,C12H5Cl5,326.4,C1=CC=C(C(=C1)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC=C(C(=C1)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2-chlorophenyl)benzene",6.2,325.880439,323.883389,0,0,0,201.6
"2,2',3,5,6'-Pentachlorobiphenyl",73575-55-0,94,Congener,63095,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,6-dichlorophenyl)benzene",6.2,325.880439,323.883389,0,0,0,202
"2,2',3,5',6-Pentachlorobiphenyl",38379-99-6,95,Congener,38012,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(2,5-dichlorophenyl)benzene",6.5,325.880439,323.883389,0,0,0,202
"2,2',3,6,6'-Pentachlorobiphenyl",73575-54-9,96,Congener,63089,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(2,6-dichlorophenyl)benzene",6.1,325.880439,323.883389,0,0,0,201.4
"2,2',3,4',5'-Pentachlorobiphenyl",41464-51-1,97,Congener,38881,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,"1,2,4-trichloro-5-(2,3-dichlorophenyl)benzene",6.7,325.880439,323.883389,0,0,0,201.2
"2,2',3,4',6'-Pentachlorobiphenyl",60233-25-2,98,Congener,43238,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,"1,3,5-trichloro-2-(2,3-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.7
"2,2',4,4',5-Pentachlorobiphenyl",38380-01-7,99,Congener,38013,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene",7.2,325.880439,323.883389,0,0,0,200.5
"2,2',4,4',6-Pentachlorobiphenyl",39485-83-1,100,Congener,38277,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,"1,3,5-trichloro-2-(2,4-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,199.9
"2,2',4,5,5'-Pentachlorobiphenyl",37680-73-2,101,Congener,37807,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",6.5,325.880439,323.883389,0,0,0,201.7
"2,2',4,5,6'-Pentachlorobiphenyl",68194-06-9,102,Congener,63096,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(2,6-dichlorophenyl)benzene",6.3,325.880439,323.883389,0,0,0,200.8
"2,2',4,5',6-Pentachlorobiphenyl",60145-21-3,103,Congener,63086,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl,"1,3,5-trichloro-2-(2,5-dichlorophenyl)benzene",6.2,325.880439,323.883389,0,0,0,201.1
"2,2',4,6,6'-Pentachlorobiphenyl",56558-16-8,104,Congener,91662,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl,"1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",5.8,325.880439,323.883389,0,0,0,200.5
"2,3,3',4,4'-Pentachlorobiphenyl",32598-14-4,105,Congener,36188,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,200.2
"2,3,3',4,5-Pentachlorobiphenyl",70424-69-0,106,Congener,51075,C12H5Cl5,326.4,C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(3-chlorophenyl)benzene",6.9,325.880439,323.883389,0,0,0,201.3
"2,3,3',4',5-Pentachlorobiphenyl",70424-68-9,107,Congener,51074,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl,"1,2,5-trichloro-3-(3,4-dichlorophenyl)benzene",6.9,325.880439,323.883389,0,0,0,201.7
"2,3,3',4,5'-Pentachlorobiphenyl",70362-41-3,108,Congener,91704,C12H5Cl5,326.4,C1=CC(=C(C(=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(3,5-dichlorophenyl)benzene",7,325.880439,323.883389,0,0,0,201.6
"2,3,3',4,6-Pentachlorobiphenyl",74472-35-8,109,Congener,93440,C12H5Cl5,326.4,C1=CC(=CC(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=CC(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(3-chlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,201.1
"2,3,3',4',6-Pentachlorobiphenyl",38380-03-9,110,Congener,38015,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(3,4-dichlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,201.1
"2,3,3',5,5'-Pentachlorobiphenyl",39635-32-0,111,Congener,63091,C12H5Cl5,326.4,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,"1,2,5-trichloro-3-(3,5-dichlorophenyl)benzene",6.8,325.880439,323.883389,0,0,0,203.1
"2,3,3',5,6-Pentachlorobiphenyl",74472-36-9,112,Congener,91719,C12H5Cl5,326.4,C1=CC(=CC(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=CC(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(3-chlorophenyl)benzene",6.7,325.880439,323.883389,0,0,0,202.3
"2,3,3',5',6-Pentachlorobiphenyl",68194-10-5,113,Congener,63087,C12H5Cl5,326.4,C1=CC(=C(C(=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(3,5-dichlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,202.6
"2,3,4,4',5-Pentachlorobiphenyl",74472-37-0,114,Congener,53036,C12H5Cl5,326.4,C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene",7,325.880439,323.883389,0,0,0,200.1
"2,3,4,4',6-Pentachlorobiphenyl",74472-38-1,115,Congener,91720,C12H5Cl5,326.4,C1=CC(=CC=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(4-chlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,199.9
"2,3,4,5,6-Pentachlorobiphenyl",18259-05-7,116,Congener,17348,C12H5Cl5,326.4,C1=CC=C(C=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC=C(C=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-phenylbenzene",6.7,325.880439,323.883389,0,0,0,200.4
"2,3,4',5,6-Pentachlorobiphenyl",68194-11-6,117,Congener,63094,C12H5Cl5,326.4,C1=CC(=CC=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(4-chlorophenyl)benzene",6.5,325.880439,323.883389,0,0,0,201.1
"2,3',4,4',5-Pentachlorobiphenyl",31508-00-6,118,Congener,35823,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",7.1,325.880439,323.883389,0,0,0,200.5
"2,3',4,4',6-Pentachlorobiphenyl",56558-17-9,119,Congener,63083,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,3,5-trichloro-2-(3,4-dichlorophenyl)benzene",6.6,325.880439,323.883389,0,0,0,200.3
"2,3',4,5,5'-Pentachlorobiphenyl",68194-12-7,120,Congener,50101,C12H5Cl5,326.4,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,"1,2,4-trichloro-5-(3,5-dichlorophenyl)benzene",6.9,325.880439,323.883389,0,0,0,202
"2,3',4,5',6-Pentachlorobiphenyl",56558-18-0,121,Congener,63092,C12H5Cl5,326.4,C1=C(C=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,"1,3,5-trichloro-2-(3,5-dichlorophenyl)benzene",6.5,325.880439,323.883389,0,0,0,201.7
"2,3,3',4',5'-Pentachlorobiphenyl",76842-07-4,122,Congener,91728,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,3-dichlorophenyl)benzene",7,325.880439,323.883389,0,0,0,201.3
"2,3',4,4',5'-Pentachlorobiphenyl",65510-44-3,123,Congener,47650,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,4-dichlorophenyl)benzene",6.9,325.880439,323.883389,0,0,0,200.4
"2,3',4',5,5'-Pentachlorobiphenyl",70424-70-3,124,Congener,63088,C12H5Cl5,326.4,C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",6.9,325.880439,323.883389,0,0,0,201.7
"2,3',4',5',6-Pentachlorobiphenyl",74472-39-2,125,Congener,93441,C12H5Cl5,326.4,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,6-dichlorophenyl)benzene",6.5,325.880439,323.883389,0,0,0,201.1
"3,3',4,4',5-Pentachlorobiphenyl",57465-28-8,126,Congener,63090,C12H5Cl5,326.4,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene",7.3,325.880439,323.883389,0,0,0,200.5
"3,3',4,5,5'-Pentachlorobiphenyl",39635-33-1,127,Congener,63085,C12H5Cl5,326.4,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(3,5-dichlorophenyl)benzene",6.8,325.880439,323.883389,0,0,0,201.9
"2,2',3,3',4,4'-Hexachlorobiphenyl",38380-07-3,128,Congener,38018,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",7.3,359.841466,357.844416,0,0,0,214.2
"2,2',3,3',4,5-Hexachlorobiphenyl",55215-18-4,129,Congener,41363,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3-dichlorophenyl)benzene",7.3,359.841466,357.844416,0,0,0,215.5
"2,2',3,3',4,5'-Hexachlorobiphenyl",52663-66-8,130,Congener,40473,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,3,5-trichlorophenyl)benzene",7.4,359.841466,357.844416,0,0,0,215.8
"2,2',3,3',4,6-Hexachlorobiphenyl",61798-70-7,131,Congener,91680,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3-dichlorophenyl)benzene",6.8,359.841466,357.844416,0,0,0,215.1
"2,2',3,3',4,6'-Hexachlorobiphenyl",38380-05-1,132,Congener,38017,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,3,6-trichlorophenyl)benzene",7,359.841466,357.844416,0,0,0,215.2
"2,2',3,3',5,5'-Hexachlorobiphenyl",35694-04-3,133,Congener,37249,C12H4Cl6,360.9,C1=C(C=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,3,5-trichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,217.3
"2,2',3,3',5,6-Hexachlorobiphenyl",52704-70-8,134,Congener,40496,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,3-dichlorophenyl)benzene",6.8,359.841466,357.844416,0,0,0,216.3
"2,2',3,3',5,6'-Hexachlorobiphenyl",52744-13-5,135,Congener,40517,C12H4Cl6,360.9,C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(2,3,5-trichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,216.6
"2,2',3,3',6,6'-Hexachlorobiphenyl",38411-22-2,136,Congener,38024,C12H4Cl6,360.9,C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(2,3,6-trichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,216
"2,2',3,4,4',5-Hexachlorobiphenyl",35694-06-5,137,Congener,37250,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,4-dichlorophenyl)benzene",7.4,359.841466,357.844416,0,0,0,214.7
